timestamp,pid,process_name,cpu_usage,ram_usage,category,alias_name
2026-04-01T19:13:52.485132Z,38305,Mail,0.0,57,Uncategorized,Mail
2026-04-01T19:13:52.485132Z,587,587,1.1,28,Uncategorized,587
2026-04-01T19:13:52.485132Z,588,588,0.0,4,Uncategorized,588
2026-04-01T19:13:52.485132Z,30099,mbuseragent,0.0,3,Uncategorized,mbuseragent
2026-04-01T19:13:52.485132Z,35960,35960,0.0,7,Uncategorized,35960
2026-04-01T19:13:52.485132Z,19481,callservicesd,0.0,29,Uncategorized,callservicesd
2026-04-01T19:13:52.485132Z,77449,77449,0.0,4,Uncategorized,77449
2026-04-01T19:13:52.485132Z,35951,communicationtrustd,0.0,9,Uncategorized,communicationtrustd
2026-04-01T19:13:52.485132Z,35354,DockHelper,0.0,45,Uncategorized,DockHelper
2026-04-01T19:13:52.485132Z,1608,Microsoft Excel,0.1,217,Uncategorized,Microsoft Excel
2026-04-01T19:13:52.485132Z,35967,35967,0.0,3,Uncategorized,35967
2026-04-01T19:13:52.485132Z,76616,PrintCenterWidgetExtension.macOS,0.0,14,Uncategorized,PrintCenterWidgetExtension.macOS
2026-04-01T19:13:52.485132Z,36360,36360,0.0,5,Uncategorized,36360
2026-04-01T19:13:52.485132Z,1062,secd,0.0,16,Uncategorized,secd
2026-04-01T19:13:52.485132Z,36002,36002,0.0,6,Uncategorized,36002
2026-04-01T19:13:52.485132Z,35998,replicatord,0.0,18,Uncategorized,replicatord
